id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,1.6,46.2,44.6,1494.9,0.0
rampFlow.1,2.0,46.8,44.8,1146.27,0.0
mainFlow.3,4.6,47.8,43.2,1494.9,0.0
mainFlow.2,3.0,48.0,45.0,1494.9,0.0
rampFlow.2,4.0,55.4,51.4,1146.27,0.0
rampFlow.3,6.0,56.6,50.6,1146.27,0.0
mainFlow.4,6.0,57.0,51.0,1494.9,0.0
rampFlow.4,8.0,58.2,50.2,1146.27,0.0
mainFlow.7,10.6,58.2,47.6,1494.9,0.0
rampFlow.5,10.0,59.4,49.4,1146.27,0.0
mainFlow.8,12.0,59.4,47.4,1494.9,0.0
rampFlow.6,12.0,61.4,49.4,1146.27,0.0
mainFlow.5,7.6,62.0,54.4,1494.9,0.0
mainFlow.6,9.0,62.6,53.6,1494.9,0.0
mainFlow.9,13.6,65.0,51.4,1494.9,0.0
rampFlow.7,14.0,65.2,51.2,1146.27,0.0
mainFlow.11,16.6,66.2,49.6,1494.9,0.0
rampFlow.8,16.0,67.4,51.4,1146.27,0.0
mainFlow.12,18.0,67.4,49.4,1494.9,0.0
mainFlow.10,15.0,68.6,53.6,1494.9,0.0
rampFlow.9,18.0,69.8,51.8,1146.27,0.0
mainFlow.13,19.6,70.4,50.8,1494.9,0.0
mainFlow.15,22.6,71.6,49.0,1494.9,0.0
mainFlow.17,25.6,72.8,47.2,1494.9,0.0
rampFlow.10,20.0,73.8,53.8,1146.27,0.0
mainFlow.16,24.0,74.0,50.0,1494.9,0.0
rampFlow.11,22.0,75.0,53.0,1146.27,0.0
mainFlow.19,28.6,75.2,46.6,1494.9,0.0
mainFlow.14,21.0,76.2,55.2,1494.9,0.0
mainFlow.21,31.6,76.4,44.8,1494.9,0.0
rampFlow.12,24.0,77.4,53.4,1146.27,0.0
mainFlow.20,30.0,77.6,47.6,1494.9,0.0
rampFlow.13,26.0,78.6,52.6,1146.27,0.0
mainFlow.18,27.0,78.8,51.8,1494.9,0.0
rampFlow.14,28.0,79.6,51.6,1146.27,0.0
rampFlow.15,30.0,81.0,51.0,1146.27,0.0
mainFlow.23,34.6,81.8,47.2,1494.9,0.0
rampFlow.16,32.0,83.0,51.0,1146.27,0.0
